"idno","cntry","country","gender","age","income_feel","income_decile","trust_parl","trust_legalsys","trust_police","trust_politicians","trust_polparties","trust_eurparl","trust_unitednations"
337,"CH","Switzerland","male",50,3,4,8,8,8,5,5,5,6
339,"CH","Switzerland","male",43,2,7,10,7,10,8,8,4,9
340,"CH","Switzerland","male",32,3,6,7,6,8,7,6,5,8
341,"CH","Switzerland","male",21,2,3,8,3,2,4,5,5,7
344,"CH","Switzerland",NA,53,2,NA,NA,0,0,0,0,2,NA
345,"CH","Switzerland",NA,58,2,7,8,10,8,2,2,2,8
348,"CH","Switzerland","male",65,1,6,8,9,9,7,7,7,8
349,"CH","Switzerland","male",66,1,4,6,3,5,4,4,2,2
350,"CH","Switzerland","male",50,1,4,7,8,9,4,5,4,5
351,"CH","Switzerland","female",18,1,NA,9,9,7,7,7,7,5
352,"CH","Switzerland","male",28,1,7,4,4,3,3,4,2,2
354,"CH","Switzerland","female",55,2,5,8,7,7,7,7,5,5
357,"CH","Switzerland","female",48,1,NA,6,8,9,6,7,5,5
358,"CH","Switzerland","male",20,2,NA,8,7,7,6,5,5,6
359,"CH","Switzerland","male",23,1,NA,7,5,8,3,3,5,0
360,"CH","Switzerland","female",76,2,5,5,0,0,4,0,NA,NA
361,"CH","Switzerland",NA,53,2,NA,2,7,6,5,4,4,4
362,"CH","Switzerland","female",30,3,NA,7,6,7,5,5,4,4
363,"CH","Switzerland","male",24,1,8,6,6,6,4,4,4,3
365,"CH","Switzerland","male",35,1,9,5,8,7,4,5,5,6
368,"CH","Switzerland","female",21,2,NA,7,3,7,0,1,2,3
369,"CH","Switzerland","male",41,1,8,6,7,7,4,4,3,3
371,"CH","Switzerland","male",27,1,3,3,0,0,0,0,2,3
374,"CH","Switzerland","female",64,2,1,7,4,5,7,4,2,3
377,"CH","Switzerland","female",63,1,NA,2,2,2,1,0,2,1
379,"CH","Switzerland","male",54,2,7,3,5,5,1,1,0,3
380,"CH","Switzerland","male",67,2,6,5,5,6,3,3,3,3
385,"CH","Switzerland",NA,50,1,10,6,8,6,6,5,5,6
390,"CH","Switzerland","male",16,1,NA,8,8,9,7,7,6,9
394,"CH","Switzerland","male",17,NA,NA,5,5,5,5,5,5,5
396,"CH","Switzerland","male",25,2,5,9,9,10,9,8,6,6
398,"CH","Switzerland","male",28,2,5,8,8,8,6,6,5,5
400,"CH","Switzerland",NA,72,1,3,6,5,8,7,6,7,7
401,"CH","Switzerland","male",33,1,8,0,3,3,0,0,0,0
402,"CH","Switzerland","male",71,2,4,5,5,8,5,2,1,1
404,"CH","Switzerland","female",39,3,6,7,6,7,5,4,4,5
405,"CH","Switzerland","male",23,1,4,8,8,5,6,6,5,6
407,"CH","Switzerland","male",22,1,8,8,9,7,5,6,6,8
410,"CH","Switzerland",NA,16,NA,NA,8,9,9,8,NA,7,NA
412,"CH","Switzerland","male",27,1,7,9,8,8,6,6,4,4
417,"CH","Switzerland","female",22,2,1,9,9,8,4,5,7,9
418,"CH","Switzerland","male",49,1,8,9,10,7,5,3,9,9
419,"CH","Switzerland","male",65,2,6,5,5,3,2,1,0,3
420,"CH","Switzerland","female",66,1,3,5,4,4,4,3,2,3
422,"CH","Switzerland","male",56,2,4,6,6,8,8,7,7,7
423,"CH","Switzerland","male",80,2,2,5,6,8,4,5,5,7
424,"CH","Switzerland","male",69,1,2,7,8,8,7,7,7,7
425,"CH","Switzerland","male",65,4,2,4,0,6,3,6,NA,NA
427,"CH","Switzerland","female",53,2,4,8,6,7,6,7,6,6
429,"CH","Switzerland","female",50,2,6,6,4,5,4,6,3,6
430,"CH","Switzerland","male",25,1,9,5,5,5,4,4,2,2
434,"CH","Switzerland","male",18,1,NA,8,9,9,7,7,7,9
436,"CH","Switzerland",NA,29,2,6,5,4,5,5,4,4,4
440,"CH","Switzerland","male",43,2,7,5,7,4,8,3,3,2
441,"CH","Switzerland","male",16,1,NA,5,7,6,5,5,5,6
443,"CH","Switzerland","male",54,3,2,8,2,3,4,4,1,1
444,"CH","Switzerland","female",54,2,5,4,4,4,4,4,3,3
445,"CH","Switzerland","male",62,3,5,3,2,4,0,2,0,0
447,"CH","Switzerland","female",59,1,6,6,7,7,7,4,5,5
448,"CH","Switzerland","female",54,1,9,4,8,9,5,7,6,8
449,"CH","Switzerland","male",27,2,6,3,5,7,6,7,2,3
451,"CH","Switzerland","male",51,2,8,8,6,8,5,6,5,6
456,"CH","Switzerland","male",48,1,5,2,8,6,5,8,3,1
457,"CH","Switzerland","female",56,1,9,9,8,8,7,7,7,7
459,"CH","Switzerland","male",40,1,7,4,5,5,3,2,2,8
460,"CH","Switzerland",NA,65,2,1,0,7,10,0,0,0,0
461,"CH","Switzerland",NA,75,4,1,2,2,2,1,1,1,1
463,"CH","Switzerland",NA,53,4,1,8,7,7,5,6,6,4
464,"CH","Switzerland","male",48,2,5,7,10,10,8,6,7,7
465,"CH","Switzerland","female",20,2,4,10,5,9,5,8,7,6
468,"CH","Switzerland","male",74,1,7,5,6,8,4,4,3,NA
471,"CH","Switzerland","female",63,2,3,5,7,7,5,6,6,6
476,"CH","Switzerland","male",51,1,10,8,8,8,7,5,6,3
480,"CH","Switzerland","female",57,2,NA,7,7,8,7,7,5,3
481,"CH","Switzerland","female",36,3,2,5,5,7,0,0,5,5
483,"CH","Switzerland","male",20,2,4,4,3,2,2,2,4,4
484,"CH","Switzerland","female",63,3,3,5,3,8,3,3,6,6
486,"CH","Switzerland","female",39,2,7,7,6,6,6,6,4,6
491,"CH","Switzerland",NA,39,3,2,7,8,10,6,5,5,0
493,"CH","Switzerland","female",59,2,4,7,9,9,7,3,3,5
494,"CH","Switzerland","male",58,3,4,5,5,7,0,0,4,3
496,"CH","Switzerland","female",29,1,7,3,7,7,6,6,2,2
497,"CH","Switzerland","male",75,2,5,5,3,5,5,3,2,4
498,"CH","Switzerland","male",83,2,1,8,8,5,5,2,0,3
499,"CH","Switzerland","female",69,3,2,5,7,7,4,4,2,5
501,"CH","Switzerland","female",53,3,5,8,9,10,6,6,4,8
502,"CH","Switzerland","female",22,1,8,8,7,10,5,5,7,9
503,"CH","Switzerland",NA,51,1,9,5,8,8,6,6,5,6
504,"CH","Switzerland","male",64,2,7,7,7,7,3,6,6,6
506,"CH","Switzerland","female",65,4,2,4,3,5,4,2,5,4
508,"CH","Switzerland","female",20,1,5,8,9,8,4,6,9,10
509,"CH","Switzerland","male",32,1,6,8,7,7,7,7,3,3
512,"CH","Switzerland","female",51,1,7,8,8,7,7,6,7,6
513,"CH","Switzerland","male",58,2,8,5,5,5,5,4,4,3
514,"CH","Switzerland","male",57,1,7,7,2,6,6,1,6,4
516,"CH","Switzerland","female",60,1,5,3,2,5,2,1,0,1
517,"CH","Switzerland","male",44,2,3,8,10,10,6,5,4,4
518,"CH","Switzerland","female",50,1,6,8,8,8,6,6,8,8
520,"CH","Switzerland","female",23,2,4,5,7,7,3,4,7,6
522,"CH","Switzerland","male",53,4,1,3,0,0,0,0,0,0
524,"CH","Switzerland","female",71,3,2,6,7,7,5,4,5,5
525,"CH","Switzerland","female",65,2,1,7,6,8,9,8,5,5
526,"CH","Switzerland","male",42,1,7,6,8,10,5,7,2,10
528,"CH","Switzerland","male",36,1,4,9,10,10,7,5,5,7
529,"CH","Switzerland","male",70,3,3,10,10,10,10,10,5,10
530,"CH","Switzerland","male",64,1,4,8,9,9,7,5,6,6
539,"CH","Switzerland","male",19,1,5,7,6,7,5,5,4,4
541,"CH","Switzerland","male",21,1,7,8,8,8,7,7,9,9
542,"CH","Switzerland","male",52,4,1,8,5,5,8,8,3,5
546,"CH","Switzerland","male",73,1,7,9,10,9,7,5,8,8
549,"CH","Switzerland","female",62,2,3,5,7,8,6,6,7,6
551,"CH","Switzerland","female",61,1,7,9,6,7,6,5,5,5
554,"CH","Switzerland",NA,41,2,NA,5,5,5,5,5,NA,NA
559,"CH","Switzerland","male",46,2,7,7,7,7,7,7,4,4
561,"CH","Switzerland",NA,69,2,7,8,8,9,9,8,7,4
563,"CH","Switzerland","male",47,1,10,8,6,8,4,4,4,7
568,"CH","Switzerland","female",35,1,9,5,7,7,6,2,5,5
569,"CH","Switzerland",NA,39,2,5,5,7,7,6,5,3,7
570,"CH","Switzerland","female",18,1,10,7,6,8,6,5,8,7
571,"CH","Switzerland","male",68,1,5,6,5,6,5,4,4,5
573,"CH","Switzerland",NA,20,2,6,4,5,3,2,2,4,4
575,"CH","Switzerland","female",50,1,9,4,7,5,5,4,6,6
576,"CH","Switzerland",NA,19,1,9,0,0,0,2,2,6,NA
577,"CH","Switzerland","female",37,1,8,7,7,7,6,6,5,3
578,"CH","Switzerland","male",36,2,5,9,9,9,8,8,8,9
579,"CH","Switzerland","male",66,3,4,7,8,6,4,3,8,8
580,"CH","Switzerland","male",53,1,10,0,0,1,0,0,0,0
581,"CH","Switzerland","female",30,1,9,10,10,9,8,6,8,9
582,"CH","Switzerland","female",41,2,7,8,8,9,6,5,NA,NA
585,"CH","Switzerland","male",66,1,NA,2,2,3,5,2,3,3
586,"CH","Switzerland","male",39,4,2,8,8,7,NA,NA,8,NA
587,"CH","Switzerland","female",52,3,2,2,5,7,2,2,3,4
588,"CH","Switzerland","male",18,NA,NA,10,7,6,8,10,6,8
590,"CH","Switzerland","female",37,2,NA,3,3,2,2,4,4,3
593,"CH","Switzerland","male",48,1,10,7,9,9,6,8,5,5
596,"CH","Switzerland","female",37,2,NA,6,7,7,5,5,4,5
597,"CH","Switzerland","male",68,1,7,3,6,8,2,2,3,8
598,"CH","Switzerland","male",69,1,5,7,6,7,6,5,3,4
600,"CH","Switzerland","female",34,2,8,9,10,9,8,7,8,8
601,"CH","Switzerland",NA,35,2,3,3,NA,8,NA,NA,7,1
605,"CH","Switzerland",NA,49,3,2,8,8,4,5,5,NA,10
606,"CH","Switzerland","male",56,1,7,5,6,6,4,3,3,2
607,"CH","Switzerland","male",67,1,5,9,8,9,7,6,7,6
609,"CH","Switzerland","male",44,2,7,5,8,9,6,7,7,5
610,"CH","Switzerland","female",16,2,NA,7,8,6,5,6,7,8
611,"CH","Switzerland","male",45,1,6,6,6,7,7,7,4,6
612,"CH","Switzerland",NA,35,2,7,8,8,7,7,5,6,7
613,"CH","Switzerland","male",32,1,6,7,8,8,6,6,6,2
614,"CH","Switzerland","male",23,1,10,7,7,7,6,7,5,5
616,"CH","Switzerland",NA,42,4,1,5,7,7,5,5,5,6
618,"CH","Switzerland",NA,17,1,6,7,6,7,6,6,6,5
625,"CH","Switzerland","male",33,2,2,8,9,5,4,1,4,3
626,"CH","Switzerland","male",53,2,3,6,7,9,5,5,3,5
627,"CH","Switzerland","male",41,2,3,3,7,8,5,5,5,8
630,"CH","Switzerland",NA,39,3,2,7,7,7,6,6,5,5
633,"CH","Switzerland","female",78,3,1,1,8,8,5,8,4,3
635,"CH","Switzerland","female",28,4,1,7,7,8,3,NA,2,3
637,"CH","Switzerland","male",56,3,9,0,0,3,0,7,0,0
638,"CH","Switzerland","male",50,4,1,NA,5,8,NA,NA,1,1
643,"CH","Switzerland","female",37,1,4,NA,NA,7,6,NA,1,2
646,"CH","Switzerland",NA,39,2,2,4,6,6,5,5,6,6
648,"CH","Switzerland","male",34,2,2,5,6,6,3,3,2,4
650,"CH","Switzerland","male",50,2,5,9,5,5,8,8,7,7
651,"CH","Switzerland",NA,22,2,3,7,7,7,7,7,5,5
653,"CH","Switzerland","female",35,2,4,2,4,2,2,2,5,5
655,"CH","Switzerland","female",21,1,7,8,8,7,5,3,4,8
658,"CH","Switzerland","male",19,2,NA,7,8,6,6,7,7,6
659,"CH","Switzerland","female",46,1,10,7,9,9,6,4,4,5
660,"CH","Switzerland","male",27,2,3,6,7,6,5,6,6,5
661,"CH","Switzerland","male",43,3,5,10,10,10,6,4,5,7
663,"CH","Switzerland","female",31,1,6,5,8,9,5,6,5,5
664,"CH","Switzerland","male",47,1,7,7,3,3,4,4,0,5
665,"CH","Switzerland","male",79,1,7,7,6,8,8,5,4,5
666,"CH","Switzerland","female",34,1,5,NA,8,9,6,NA,6,NA
668,"CH","Switzerland","male",48,2,1,5,6,7,5,5,5,5
669,"CH","Switzerland","female",53,1,7,3,5,8,2,3,NA,NA
671,"CH","Switzerland","female",55,2,5,6,9,9,8,7,5,7
675,"CH","Switzerland","male",35,1,4,3,3,7,3,3,2,0
676,"CH","Switzerland","male",79,2,10,8,8,8,5,8,8,7
677,"CH","Switzerland","male",37,1,7,7,7,10,7,7,4,6
678,"CH","Switzerland","female",31,1,5,5,5,8,5,5,5,4
680,"CH","Switzerland","male",21,1,8,7,9,9,6,6,7,4
681,"CH","Switzerland","male",39,2,7,7,7,8,7,6,6,7
683,"CH","Switzerland","male",64,1,4,7,7,8,7,6,7,7
684,"CH","Switzerland","male",39,1,9,3,6,8,4,4,0,4
685,"CH","Switzerland","male",18,1,NA,7,8,8,7,6,7,9
686,"CH","Switzerland",NA,43,1,8,7,5,8,2,2,5,5
687,"CH","Switzerland","male",58,2,NA,4,3,4,6,7,3,0
690,"CH","Switzerland","female",31,2,7,8,8,9,8,7,7,7
692,"CH","Switzerland","female",59,3,3,6,7,7,4,4,5,5
693,"CH","Switzerland","female",39,1,6,7,8,8,6,5,6,6
694,"CH","Switzerland",NA,91,2,2,6,6,8,6,7,5,4
696,"CH","Switzerland","male",77,2,2,8,8,8,6,6,4,8
697,"CH","Switzerland","male",32,2,6,7,7,5,6,6,4,4
698,"CH","Switzerland","male",63,1,4,7,9,8,6,5,5,7
701,"CH","Switzerland",NA,57,3,2,8,7,8,5,3,1,2
702,"CH","Switzerland",NA,48,1,9,5,7,5,5,7,5,5
703,"CH","Switzerland",NA,63,1,10,5,8,9,2,2,8,7
705,"CH","Switzerland","female",72,1,7,8,7,9,8,7,7,7
706,"CH","Switzerland",NA,60,2,3,8,7,6,6,6,6,5
707,"CH","Switzerland",NA,49,1,5,7,7,7,6,6,7,4
708,"CH","Switzerland",NA,71,1,7,10,9,9,6,6,0,2
709,"CH","Switzerland",NA,33,2,7,7,7,10,5,5,7,7
711,"CH","Switzerland",NA,67,3,9,6,9,8,4,4,5,5
713,"CH","Switzerland","female",21,2,4,6,6,5,5,5,5,6
714,"CH","Switzerland",NA,33,2,7,7,6,7,5,5,8,9
715,"CH","Switzerland","female",72,1,7,6,4,6,5,5,6,6
716,"CH","Switzerland","female",44,3,3,6,7,7,5,6,6,5
717,"CH","Switzerland",NA,21,2,4,5,5,6,6,6,5,5
720,"CH","Switzerland",NA,42,1,6,8,9,7,6,6,5,5
722,"CH","Switzerland",NA,77,3,2,7,5,6,6,6,7,5
723,"CH","Switzerland",NA,16,NA,NA,7,8,8,6,6,6,6
724,"CH","Switzerland","male",17,2,3,8,9,9,8,7,8,7
726,"CH","Switzerland",NA,41,1,10,6,7,8,5,4,NA,6
727,"CH","Switzerland","male",45,3,NA,4,NA,7,6,NA,5,6
728,"CH","Switzerland","female",27,1,6,5,8,9,5,5,4,5
729,"CH","Switzerland","female",60,1,NA,6,7,8,7,7,6,5
730,"CH","Switzerland","female",72,1,NA,7,3,7,5,5,NA,NA
733,"CH","Switzerland","male",59,2,3,3,4,4,2,2,2,3
737,"CH","Switzerland","male",37,1,9,7,10,9,4,4,4,6
738,"CH","Switzerland","male",61,2,2,6,7,6,4,5,7,5
739,"CH","Switzerland","male",35,1,6,5,9,5,7,2,NA,5
740,"CH","Switzerland","male",46,1,7,6,9,9,4,4,4,6
741,"CH","Switzerland","male",38,1,3,7,8,9,6,6,5,8
742,"CH","Switzerland","female",70,2,2,8,8,7,5,7,5,5
743,"CH","Switzerland","male",66,1,6,7,8,8,5,5,3,2
745,"CH","Switzerland","male",17,1,NA,6,10,8,5,5,5,3
746,"CH","Switzerland","female",25,2,6,8,7,7,7,7,5,4
747,"CH","Switzerland","male",70,2,3,5,3,4,6,5,3,3
748,"CH","Switzerland","female",25,2,3,8,9,4,6,7,7,7
749,"CH","Switzerland","male",55,2,1,7,8,9,6,5,2,6
750,"CH","Switzerland","male",68,1,8,6,8,8,7,5,5,4
753,"CH","Switzerland","male",26,1,10,10,10,8,6,10,0,0
757,"CH","Switzerland","female",20,2,NA,8,9,9,8,8,10,10
758,"CH","Switzerland","male",18,1,NA,8,8,7,6,7,6,6
759,"CH","Switzerland",NA,19,2,9,6,7,9,7,7,7,8
760,"CH","Switzerland","female",52,2,2,8,6,10,7,7,5,5
761,"CH","Switzerland","male",63,1,1,4,6,8,2,2,0,4
762,"CH","Switzerland",NA,62,2,2,5,5,7,5,5,7,6
763,"CH","Switzerland","male",45,4,1,2,5,5,2,3,5,5
764,"CH","Switzerland","male",47,2,6,8,8,7,7,5,5,7
769,"CH","Switzerland","female",31,2,2,4,4,1,5,6,7,8
770,"CH","Switzerland",NA,30,1,4,8,9,9,8,8,8,7
771,"CH","Switzerland","male",78,1,3,5,8,8,4,5,4,5
774,"CH","Switzerland","female",64,1,4,4,5,7,3,3,4,5
775,"CH","Switzerland","male",59,1,10,4,5,5,4,2,NA,NA
777,"CH","Switzerland","male",70,1,5,9,6,3,7,5,2,5
778,"CH","Switzerland","male",69,1,7,8,9,9,6,6,3,2
779,"CH","Switzerland","male",33,2,4,8,3,8,5,9,3,6
781,"CH","Switzerland","female",32,1,9,7,3,7,5,6,3,4
783,"CH","Switzerland",NA,30,3,2,6,9,8,6,6,6,7
784,"CH","Switzerland","male",60,2,6,5,5,10,5,5,8,8
785,"CH","Switzerland","female",69,1,10,6,6,6,5,6,5,4
788,"CH","Switzerland","female",73,1,10,8,9,9,6,6,4,4
789,"CH","Switzerland","male",66,1,NA,5,4,4,4,4,8,5
790,"CH","Switzerland","male",49,1,7,7,6,6,6,7,5,8
792,"CH","Switzerland","female",41,2,6,7,6,7,5,6,4,4
793,"CH","Switzerland","female",45,1,7,4,5,8,6,5,4,6
796,"CH","Switzerland","female",50,2,7,0,5,5,4,1,2,4
797,"CH","Switzerland","female",64,4,1,7,7,8,5,4,7,7
800,"CH","Switzerland","female",45,2,7,7,8,8,7,5,3,2
801,"CH","Switzerland",NA,62,1,6,5,3,2,5,5,NA,NA
803,"CH","Switzerland","male",55,1,6,7,8,6,5,5,5,6
804,"CH","Switzerland","male",66,1,10,8,5,6,6,9,7,7
807,"CH","Switzerland","female",28,1,5,8,8,10,8,6,6,5
809,"CH","Switzerland","female",56,2,NA,6,6,7,6,6,6,7
810,"CH","Switzerland","female",28,1,3,6,5,6,5,5,NA,5
814,"CH","Switzerland","male",38,1,6,5,9,9,5,4,3,5
816,"CH","Switzerland","male",78,1,7,6,8,9,6,6,5,6
817,"CH","Switzerland","male",35,2,1,NA,4,7,5,5,1,NA
818,"CH","Switzerland","male",18,1,4,7,10,9,5,4,5,6
819,"CH","Switzerland","male",43,1,9,8,7,8,7,8,7,7
821,"CH","Switzerland","male",89,2,2,7,7,7,6,5,NA,NA
822,"CH","Switzerland","female",55,1,6,4,2,7,3,4,3,5
823,"CH","Switzerland","male",82,1,8,4,3,6,2,2,0,7
824,"CH","Switzerland","male",19,1,4,7,10,10,6,6,8,6
827,"CH","Switzerland","male",74,1,NA,9,5,8,7,6,6,8
834,"CH","Switzerland","male",48,1,8,7,5,5,7,5,8,8
838,"CH","Switzerland","male",49,1,7,8,9,8,6,5,3,3
839,"CH","Switzerland","female",47,2,3,6,6,8,3,2,2,NA
841,"CH","Switzerland","male",57,4,2,0,2,7,2,0,0,0
842,"CH","Switzerland","male",41,2,3,2,2,10,4,4,0,0
844,"CH","Switzerland",NA,21,1,4,NA,8,10,7,6,6,8
846,"CH","Switzerland","female",63,1,5,4,6,7,8,8,NA,5
847,"CH","Switzerland","female",82,2,1,6,3,8,8,3,1,7
848,"CH","Switzerland",NA,55,1,7,7,6,7,5,7,8,8
850,"CH","Switzerland","female",35,1,7,6,4,4,6,5,6,6
851,"CH","Switzerland","male",38,2,7,8,9,9,7,3,5,7
852,"CH","Switzerland","male",42,1,9,7,8,5,5,5,0,6
856,"CH","Switzerland","female",56,1,8,10,10,10,8,7,8,9
857,"CH","Switzerland","male",18,1,6,7,8,8,7,8,7,9
858,"CH","Switzerland","female",23,2,2,6,8,10,7,4,7,7
860,"CH","Switzerland","female",43,1,7,4,4,7,4,4,4,4
861,"CH","Switzerland","female",70,1,5,5,5,8,5,3,1,NA
862,"CH","Switzerland","male",76,1,4,6,8,7,5,6,6,7
865,"CH","Switzerland","female",40,1,6,8,8,9,5,7,7,7
867,"CH","Switzerland","male",17,1,8,8,9,7,8,6,4,6
869,"CH","Switzerland","female",50,1,6,8,9,9,7,6,4,3
873,"CH","Switzerland","male",28,1,7,8,8,7,7,8,5,8
875,"CH","Switzerland","female",38,1,7,5,6,8,3,3,4,4
877,"CH","Switzerland","male",30,3,1,9,8,10,8,NA,6,5
880,"CH","Switzerland","female",62,1,3,5,8,8,7,7,6,6
881,"CH","Switzerland","female",31,2,NA,NA,5,8,7,NA,7,5
882,"CH","Switzerland","male",20,2,NA,8,7,7,8,8,NA,7
883,"CH","Switzerland","female",36,1,7,8,7,7,8,5,NA,8
884,"CH","Switzerland","male",46,1,NA,7,8,8,7,7,4,7
888,"CH","Switzerland","female",78,3,1,5,4,8,NA,NA,NA,NA
890,"CH","Switzerland","female",27,1,8,7,6,8,4,5,3,4
891,"CH","Switzerland","male",48,3,1,6,7,8,5,3,3,5
892,"CH","Switzerland","female",84,1,NA,7,8,8,5,7,7,5
893,"CH","Switzerland","female",56,2,NA,0,5,10,5,5,5,5
895,"CH","Switzerland","male",89,1,10,9,8,8,10,9,7,6
896,"CH","Switzerland",NA,47,2,3,7,7,8,7,NA,3,NA
898,"CH","Switzerland","male",39,3,7,6,4,7,4,6,2,6
899,"CH","Switzerland","male",53,2,5,7,8,9,6,6,5,7
900,"CH","Switzerland","female",65,2,4,8,6,9,7,6,1,0
903,"CH","Switzerland","male",46,1,8,8,9,7,8,8,3,7
904,"CH","Switzerland","male",58,2,10,6,7,8,7,7,6,7
907,"CH","Switzerland",NA,68,1,4,7,6,8,6,6,NA,5
908,"CH","Switzerland","female",18,1,8,5,7,6,3,5,6,6
910,"CH","Switzerland","female",51,1,6,7,7,8,7,5,2,NA
911,"CH","Switzerland","female",79,3,2,5,5,7,6,5,0,0
912,"CH","Switzerland","male",45,2,2,8,8,8,7,7,5,5
916,"CH","Switzerland",NA,21,1,NA,10,5,10,7,5,5,10
919,"CH","Switzerland","male",23,1,3,6,7,7,5,5,5,6
920,"CH","Switzerland","male",35,1,3,8,9,9,7,5,6,9
921,"CH","Switzerland","male",55,1,5,9,9,7,6,6,5,7
923,"CH","Switzerland","male",51,1,6,4,7,7,5,5,3,5
924,"CH","Switzerland","male",35,1,7,6,9,8,2,4,0,4
926,"CH","Switzerland","male",62,2,3,3,2,5,3,4,0,0
927,"CH","Switzerland","male",53,1,4,4,5,6,3,4,0,4
928,"CH","Switzerland",NA,87,1,NA,7,8,9,NA,NA,2,NA
929,"CH","Switzerland",NA,49,2,4,5,6,4,3,3,5,5
930,"CH","Switzerland","male",42,1,8,5,3,7,4,4,0,5
931,"CH","Switzerland","female",60,1,5,6,6,9,8,8,6,6
934,"CH","Switzerland","male",22,1,NA,6,7,7,7,8,6,7
935,"CH","Switzerland","male",83,2,2,9,8,8,7,10,2,2
936,"CH","Switzerland","male",48,2,4,9,9,8,6,6,3,5
937,"CH","Switzerland","female",31,2,4,7,7,6,6,6,2,2
938,"CH","Switzerland","female",36,1,NA,6,6,8,4,4,4,0
939,"CH","Switzerland","male",35,4,3,6,3,7,5,5,0,0
940,"CH","Switzerland","male",29,1,7,7,6,10,6,6,3,4
941,"CH","Switzerland","male",72,1,1,8,8,8,7,5,4,4
942,"CH","Switzerland","female",32,1,3,4,6,4,4,5,4,4
944,"CH","Switzerland",NA,71,2,NA,5,7,7,5,5,5,5
947,"CH","Switzerland","male",75,1,5,6,10,10,7,3,3,8
951,"CH","Switzerland","female",60,1,7,8,6,6,5,5,3,5
953,"CH","Switzerland","male",70,1,5,3,5,7,0,0,0,3
954,"CH","Switzerland","female",27,1,7,5,6,7,5,8,6,6
955,"CH","Switzerland","male",75,1,4,6,8,9,7,6,3,7
956,"CH","Switzerland","male",59,4,2,7,8,7,6,5,8,8
959,"CH","Switzerland",NA,38,2,7,4,8,8,6,8,5,7
961,"CH","Switzerland","male",48,2,9,8,9,7,7,7,7,4
962,"CH","Switzerland","male",62,2,4,7,5,8,5,5,2,5
963,"CH","Switzerland","male",43,1,7,5,5,7,5,5,5,7
966,"CH","Switzerland","male",44,1,4,6,5,5,4,4,4,5
967,"CH","Switzerland","female",37,1,4,8,8,10,5,6,6,8
969,"CH","Switzerland","male",59,1,4,3,4,8,1,0,0,5
970,"CH","Switzerland","female",55,1,2,7,6,8,6,4,3,NA
971,"CH","Switzerland","male",87,1,NA,9,9,9,8,6,5,5
972,"CH","Switzerland","female",55,2,2,7,7,7,5,5,4,4
974,"CH","Switzerland",NA,33,3,1,3,4,4,1,2,0,0
976,"CH","Switzerland","female",45,2,4,7,6,9,5,6,5,4
977,"CH","Switzerland","male",49,1,7,3,3,7,3,3,3,5
978,"CH","Switzerland",NA,88,1,1,8,7,6,5,4,NA,NA
979,"CH","Switzerland","female",65,2,NA,5,8,10,5,5,4,5
980,"CH","Switzerland","female",48,1,8,6,7,7,3,4,5,5
981,"CH","Switzerland","female",55,1,7,8,8,6,6,6,7,7
982,"CH","Switzerland","male",39,2,4,4,5,5,1,0,0,0
986,"CH","Switzerland","female",55,2,1,6,5,5,5,5,6,6
987,"CH","Switzerland","female",38,1,5,6,7,8,5,5,4,5
988,"CH","Switzerland","female",47,2,NA,4,4,6,4,3,3,3
990,"CH","Switzerland","female",82,2,4,4,0,5,0,4,4,7
992,"CH","Switzerland","male",74,2,4,7,7,7,5,5,3,5
995,"CH","Switzerland","male",66,1,2,7,8,8,5,5,4,6
999,"CH","Switzerland","female",64,1,NA,5,5,7,5,4,4,4
1000,"CH","Switzerland","male",31,1,4,5,8,8,5,3,2,5
1001,"CH","Switzerland","female",53,1,9,NA,8,7,4,5,5,5
1002,"CH","Switzerland",NA,50,1,NA,2,2,6,2,3,3,5
1003,"CH","Switzerland","female",32,1,6,3,5,9,NA,NA,NA,NA
1004,"CH","Switzerland",NA,61,2,1,2,5,8,5,5,NA,7
1007,"CH","Switzerland","female",32,1,3,6,7,8,5,3,3,5
1009,"CH","Switzerland","female",29,1,6,7,7,10,8,7,10,10
1013,"CH","Switzerland","female",67,2,1,10,9,9,8,6,7,8
1016,"CH","Switzerland",NA,75,3,1,5,4,7,5,4,4,4
1017,"CH","Switzerland","female",38,2,6,8,7,8,5,5,3,5
1023,"CH","Switzerland",NA,58,4,2,7,9,9,7,8,NA,9
1024,"CH","Switzerland",NA,67,2,2,0,1,5,1,1,5,5
1027,"CH","Switzerland","female",62,2,NA,6,5,5,3,3,0,3
1028,"CH","Switzerland","male",40,1,8,4,8,8,3,3,4,6
1029,"CH","Switzerland",NA,16,1,7,7,6,8,7,6,8,7
1030,"CH","Switzerland","male",55,1,NA,1,7,8,1,0,0,4
1031,"CH","Switzerland","female",27,2,3,1,1,4,1,0,0,0
1033,"CH","Switzerland","female",51,1,6,5,5,5,4,5,5,5
1034,"CH","Switzerland","male",48,1,1,10,7,10,5,NA,0,5
1035,"CH","Switzerland","male",59,2,6,5,7,7,5,5,3,4
1036,"CH","Switzerland","male",49,2,2,0,0,3,0,1,1,4
1037,"CH","Switzerland","male",41,1,8,7,8,8,6,7,2,4
1038,"CH","Switzerland",NA,51,2,2,6,8,9,8,6,8,9
1041,"CH","Switzerland","male",77,2,1,5,7,7,7,5,6,4
1043,"CH","Switzerland","male",48,1,5,6,8,9,6,5,4,4
1044,"CH","Switzerland","male",22,1,3,8,9,9,7,6,8,8
